7.6875; 0.5
8.28125; 0.03125
8.25; -0.1875
7.8125; -0.3125
7.90625; -0.53125
7.875; -0.5625
8.03125; -0.09375
7.8125; 0.1875
8.96875; -0.78125
7.9375; -0.4375
8.15625; -0.53125
7.90625; -0.09375
7.78125; 0.1875
7.71875; -0.6875
8.375; -0.09375
8.21875; -0.40625
8.53125; -0.59375
8.375;0
8.46875; -0.15625
8.03125;0
8.21875; -0.375
8.5625; -0.59375
7.9375; -0.375
8.03125; -0.03125
8.03125; 0.3125
8.125; 0.4375
7.0625; -0.1875
8.375; -0.75
8.4375; 0.25
7.125; -0.8125
7.84375; -0.1875
7.78125; 0.375
8; -0.375
8.6875; 0.21875
7.71875; -0.4375
8.0625; 0.15625
7.4375; 0.15625
8.15625; -0.25
7.96875; -0.09375
9.34375; 0.125
9; -0.4375
9.25; 0.59375
8.8125; 0.15625
7.9375; -0.46875
8; -0.4375
7.90625; 0.1875
8.5; 0.3125
8.25; -0.25
9.25; -0.8125
8.3125; -0.375
7.0625; -0.59375
8.125; -0.46875
7.90625; -0.5625
8.125; -0.9375
7.78125; -0.65625
8.1875; -0.71875
8.46875; -0.6875
8.53125; -1.4375
8; -0.8125
8.21875; -1.4375
8.125; -1.4375
7.71875; -1.625
8.78125; -2.125
7.21875; -1.8125
7.6875; -1.5625
8.25; -1.78125
7.5; -2.5625
8; -3.25
7.65625; -2.90625
9.21875; -2.46875
9.1875; -3.1875
8.96875; -2.0625
8.8125; -2.75
8.4375; -3.1875
8.03125; -3.6875
8.5625; -3.34375
8.59375; -4.8125
7.59375; -3.5
7.59375; -4.65625
8.84375; -4.46875
8; -5.75
7.5; -4.65625
8.53125; -4.75
8.4375; -5.03125
9; -5.8125
9.40625; -6.125
8.46875; -6.59375
8.09375; -7.28125
9.125; -7.1875
8.125; -7.46875
8.78125; -7.84375
8.21875; -8.71875
8.3125; -9.1875
7.4375; -9.78125
7.21875; -10.21875
8.75; -10.34375
7.71875; -11.59375
8; -11.40625
7.65625; -12.125
8; -12.125
8.53125; -13.1875
7.65625; -13.4375
7.78125; -14.15625
8.53125; -14.40625
8; -15.28125
8.0625; -16.1875
7.5; -16.3125
7.90625; -16.4375
7.71875; -17.15625
7.625; -17.78125
7.53125; -17.46875
7.34375; -18.375
8.09375; -18.4375
8.15625;-19
8.5; -19.21875
7.65625;-19
7.8125; -20.125
7.71875; -19.8125
8.3125; -20.65625
8.71875; -20.5625
8.90625; -21.8125
7.5625; -22.34375
7.3125; -23.03125
7.21875; -23.46875
7.65625; -23.15625
7.5625; -23.125
7.9375; -23.34375
7.71875; -25.0625
7.625; -25.5
7.375; -25.65625
7.15625; -26.09375
7.1875; -26.5
7.71875; -27.4375
7.8125; -26.09375
7.5625; -27.90625
7.21875; -28.125
7.53125; -27.96875
7.21875; -27.78125
7.28125; -28.125
7.28125; -28.375
7.8125; -28.40625
6.90625; -28.21875
8; -27.53125
7.5; -28.4375
8; -28.5625
7.21875; -28.28125
7.28125; -28.5625
7.0625; -29.125
7.6875; -28.90625
7.5; -28.6875
7.28125; -29.0625
7.21875; -28.96875
7.625; -29.03125
7.1875; -28.71875
7.40625; -29.40625
6.90625; -29.5625
7.1875; -29.4375
7.28125; -29.8125
6.84375; -30.1875
6.625; -29.84375
6.9375; -29.6875
7.125; -29.9375
7.09375; -30.3125
6.1875; -30.21875
7.34375; -30.625
7.125; -30.65625
6.71875; -30.34375
7.09375; -30.71875
7.4375; -31.15625
6.78125; -31.375
7.03125; -30.875
6.5; -30.9375
6.9375; -30.9375
7.3125;-31
6.46875; -31.15625
7; -31.03125
6.5; -31.3125
6.84375; -31.15625
6.75; -31.53125
6.15625; -31.875
5.46875; -31.84375
6.1875; -31.84375
6.4375; -32.34375
5.96875; -32.34375
6.5625; -32.875
6.71875; -33.21875
6.59375; -32.9375
6.3125; -33.21875
5.96875;-34
5.75; -34.125
5.78125; -34.1875
6.28125; -34.6875
6.34375; -34.25
6.1875; -35.03125
5.21875; -34.71875
6.28125; -35.46875
6.25; -35.71875
6; -35.9375
5.90625; -35.96875
5.3125; -35.71875
6.09375; -35.90625
5.8125; -36.21875
6.03125; -36.34375
5.59375; -36.25
5.375; -35.8125
5.8125; -36.78125
6; -36.40625
5.5625; -36.5625
5.96875; -36.84375
5.8125; -37.15625
6.40625; -37.3125
5.09375; -38.25
5.3125; -38.625
5.59375; -39.3125
5.6875; -39.4375
6.5625; -39.625
5.75; -39.875
5.875; -40.5
5.625; -40.96875
5.65625; -40.375
5.34375; -40.5
6; -40.1875
5.15625; -40.40625
4.5625; -40.59375
5.96875;-40
5.875; -40.5625
5.3125; -41.125
4.59375; -40.3125
5.75; -40.1875
5.75; -39.53125
6.09375; -39.46875
5.65625; -40.09375
5.875; -39.84375
5.90625;-40
5.96875; -39.40625
5.3125; -40.5
6.34375; -40.71875
6.03125; -40.375
5.65625; -40.28125
6.65625; -40.21875
5.46875;-41
5.375; -40.59375
5.25; -40.09375
5.875; -40.1875
5.5625; -40.34375
5.59375; -40.21875
5.40625; -39.9375
6.53125; -39.59375
6.5; -39.875
5.5; -39.46875
5.8125; -39.375
5.3125; -39.6875
5.3125; -38.40625
6.03125; -39.21875
5.3125; -39.53125
6.15625; -38.84375
6.03125; -38.90625
5.625; -38.375
6.25; -37.84375
5.6875; -37.75
5.6875; -37.03125
6.09375; -37.0625
