name, timestamp, angle1, angle2
ads_eval_kit, 16:11:41, -13.6875, -2.71875
ads_eval_kit, 16:11:41, -13.5625, -3.90625
ads_eval_kit, 16:11:41, -13.75, -2
ads_eval_kit, 16:11:41, -13.5625, -3
ads_eval_kit, 16:11:41, -14.28125, -2.28125
ads_eval_kit, 16:11:41, -14.09375, -2.6875
ads_eval_kit, 16:11:41, -13.75, -2.34375
ads_eval_kit, 16:11:41, -14.59375, -2.6875
ads_eval_kit, 16:11:41, -14.40625, -2.6875
ads_eval_kit, 16:11:41, -14.28125, -3.03125
ads_eval_kit, 16:11:41, -14.15625, -2.4375
ads_eval_kit, 16:11:41, -13.71875, -2.71875
ads_eval_kit, 16:11:41, -14.0625, -3.125
ads_eval_kit, 16:11:41, -14.28125, -2.90625
ads_eval_kit, 16:11:41, -13.71875, -3.25
ads_eval_kit, 16:11:41, -14, -3.5
ads_eval_kit, 16:11:41, -14.0625, -2.5625
ads_eval_kit, 16:11:41, -14.1875, -3.46875
ads_eval_kit, 16:11:41, -14.5, -2.34375
ads_eval_kit, 16:11:41, -13.65625, -3.8125
ads_eval_kit, 16:11:41, -14.0625, -4.0625
ads_eval_kit, 16:11:41, -14.625, -4.3125
ads_eval_kit, 16:11:41, -13.90625, -2.625
ads_eval_kit, 16:11:41, -14.3125, -3.25
ads_eval_kit, 16:11:41, -14.4375, -2.96875
ads_eval_kit, 16:11:41, -13.625, -2.375
ads_eval_kit, 16:11:41, -13.78125, -2.5625
ads_eval_kit, 16:11:41, -13.8125, -4.09375
ads_eval_kit, 16:11:41, -13, -2.40625
ads_eval_kit, 16:11:41, -13.8125, -2.34375
ads_eval_kit, 16:11:41, -13.5, -4.375
ads_eval_kit, 16:11:41, -13.1875, -3.1875
ads_eval_kit, 16:11:41, -12.53125, -3.40625
ads_eval_kit, 16:11:41, -12.96875, -3.4375
ads_eval_kit, 16:11:41, -11.90625, -2.84375
ads_eval_kit, 16:11:41, -12.28125, -2.21875
ads_eval_kit, 16:11:41, -11.78125, -2.9375
