name, timestamp, angle1, angle2
ads_eval_kit, 16:17:13, 2.53125, -8.46875
ads_eval_kit, 16:17:13, 2.4375, -7.4375
ads_eval_kit, 16:17:13, 3.03125, -8.875
ads_eval_kit, 16:17:13, 2.8125, -8.34375
ads_eval_kit, 16:17:13, 2.90625, -7.9375
ads_eval_kit, 16:17:13, 1.84375, -8.15625
ads_eval_kit, 16:17:13, 2.75, -8.875
ads_eval_kit, 16:17:13, 3.125, -7.9375
ads_eval_kit, 16:17:13, 2.59375, -8.03125
ads_eval_kit, 16:17:13, 2.5625, -7.78125
ads_eval_kit, 16:17:13, 2.3125, -7.46875
ads_eval_kit, 16:17:13, 2.96875, -8.25
ads_eval_kit, 16:17:13, 2.6875, -7.96875
ads_eval_kit, 16:17:13, 3.5625, -7.8125
ads_eval_kit, 16:17:13, 2.5, -8.0625
ads_eval_kit, 16:17:13, 2.5, -7.78125
ads_eval_kit, 16:17:13, 2.46875, -8.34375
ads_eval_kit, 16:17:13, 2.5625, -8.1875
ads_eval_kit, 16:17:13, 3.03125, -7.65625
ads_eval_kit, 16:17:13, 2.15625, -8.5
ads_eval_kit, 16:17:13, 2.78125, -8.09375
ads_eval_kit, 16:17:13, 3.09375, -7.53125
ads_eval_kit, 16:17:13, 2.5625, -8.75
ads_eval_kit, 16:17:13, 2.46875, -8.25
ads_eval_kit, 16:17:13, 3.1875, -8.75
ads_eval_kit, 16:17:13, 2.84375, -8.625
ads_eval_kit, 16:17:13, 2.375, -8.125
ads_eval_kit, 16:17:13, 2.0625, -8.5625
ads_eval_kit, 16:17:13, 2, -8.125
ads_eval_kit, 16:17:13, 2.625, -8.15625
ads_eval_kit, 16:17:13, 2.875, -8.53125
ads_eval_kit, 16:17:13, 2.3125, -8.46875
ads_eval_kit, 16:17:13, 2.53125, -8.6875
ads_eval_kit, 16:17:13, 2.90625, -7.6875
ads_eval_kit, 16:17:13, 2.09375, -7.75
ads_eval_kit, 16:17:13, 2.84375, -8.5
ads_eval_kit, 16:17:13, 2.78125, -8.03125
ads_eval_kit, 16:17:13, 1.59375, -8.53125
ads_eval_kit, 16:17:13, 1, -8.40625
